Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.5-192.168.1.1-35159-3306-17,10.0.0.5,35159,192.168.1.1,3306,17,5/7/2017 12:48:01,70033,3,1,141,0,47,27,37,12.16126395355251,0,0,0,7.629718411188113,128.70200202502713,29.269028845677738,17508.25,5252.474999999999,35016.5,1750.825,70033,23344.333333333332,321.6369910802355,46688.666666666664,0,70033,70033.0,442.36089013354865,140066.0,0,0,0,0,0,60,20,17.561417307406643,11.707611538271095,40,47,23.5,23.5,552.25,0,3,1,0,0,0,0,0,0.3333333333333333,23.5,47,0,60,0,0,0,0,0,0,3,141,1,0,1024,1024,3,20,0,0,0,0,0,0,0,0,PortScan
192.168.1.10-192.168.1.1-31185-3306-17,192.168.1.10,31185,192.168.1.1,3306,17,5/7/2017 15:40:17,39941,547,2,41572,0,76,56,66,2.5864039676438044,0,0,0,17.265576876503562,486396.7312107321,6905.554813156155,72.75227686703097,21.82568306010929,145.50455373406194,7.275227686703097,39941,73.018281535649,801.5579629215897,146.036563071298,0,39941,19970.5,282.9540097949716,39941.0,0,0,0,0,0,10940,40,4143.332887893693,2762.2219252624623,40,76,38.0,38.0,1444.0,0,331,5,0,0,0,0,0,0.003656307129798903,38.0,76,0,10940,0,0,0,0,0,0,547,41572,2,0,0,0,547,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.3-192.168.1.1-29853-80-17,172.16.0.3,29853,192.168.1.1,80,17,5/7/2017 08:22:30,1437444,81,37,33372,14134,412,392,402,6.280530684187006,382,362,372,1.2808697581946116,876.360687697762,31.08066452479021,12181.728813559323,3654.5186440677967,24363.457627118645,1218.1728813559323,1437444,17746.222222222223,179.8039097935479,35492.444444444445,0,1437444,38849.83783783784,765.9768297280051,77699.67567567568,0,13,0,0,0,1620,740,18.648398714874123,12.432265809916084,40,412,397.0,15.0,225.0,1,1,0,13,20,0,0,0,0.4567901234567901,397.0,412,382,1620,0,0,0,0,0,0,81,33372,37,14134,4096,4096,81,20,0,0,0,0,0,0,0,0,Bot
192.168.2.50-192.168.1.1-13527-80-17,192.168.2.50,13527,192.168.1.1,80,17,5/7/2017 13:26:09,3564160,49,18,72765,5796,1485,1465,1475,10.373664231202259,322,302,312,11.217735458172786,3561.0,50.68013095648778,53196.41791044776,15958.925373134327,106392.83582089552,5319.641791044776,3564160,72737.95918367348,998.1228684054821,145475.91836734695,0,3564160,198008.88888888888,478.3709833434011,396017.77777777775,0,1,0,0,0,980,360,30.408078573892666,20.272052382595113,40,1485,903.5,581.5,338142.25,1,1,0,1,35,0,0,0,0.3673469387755102,903.5,1485,322,980,0,0,0,0,0,0,49,72765,18,5796,65535,65535,49,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-8.8.8.8-14778-3306-17,192.168.1.10,14778,8.8.8.8,3306,17,5/7/2017 17:40:27,1492354,44,13,33352,14690,758,738,748,5.621700375803959,1130,1110,1120,10.77537092095276,1892.0,81.53945668404793,26181.64912280702,7854.494736842105,52363.29824561404,2618.164912280702,1492354,33917.13636363636,323.6536158546817,67834.27272727272,0,1492354,114796.46153846153,704.0537617551885,229592.92307692306,0,10,0,0,0,880,260,48.92367401042876,32.61578267361917,40,1130,944.0,186.0,34596.0,1,1,0,10,8,0,0,0,0.29545454545454547,944.0,758,1130,880,0,0,0,0,0,0,44,33352,13,14690,65535,65535,44,20,0,0,0,0,0,0,0,0,BENIGN
192.168.2.50-8.8.8.8-5537-53-6,192.168.2.50,5537,8.8.8.8,53,6,5/7/2017 15:18:52,2309133,39,28,16341,2184,419,399,409,12.394692131404472,78,58,68,7.281503942015255,3919.0,1.0712630437006978,34464.67164179104,10339.401492537312,68929.34328358209,3446.4671641791047,2309133,59208.53846153846,620.1973128228377,118417.07692307692,0,2309133,82469.03571428571,320.6940943077472,164938.07142857142,0,7,0,0,0,780,560,0.6427578262204187,0.42850521748027914,40,419,248.5,170.5,29070.25,1,1,0,7,37,0,0,0,0.717948717948718,248.5,419,78,780,0,0,0,0,0,0,39,16341,28,2184,65535,65535,39,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.20-192.168.1.1-21418-22-6,192.168.1.20,21418,192.168.1.1,22,6,5/7/2017 14:56:16,17373,385,2,306075,0,795,775,785,9.03454985496631,0,0,0,1.8805577641527749,59496.05782532149,1402.7328231921856,44.89147286821706,13.467441860465117,89.78294573643412,4.489147286821706,17373,45.12467532467532,257.76782647073827,90.24935064935065,0,17373,8686.5,879.3012619477468,17373.0,0,70,0,0,0,7700,40,841.6396939153113,561.0931292768743,40,795,397.5,397.5,158006.25,0,139,0,70,0,0,0,0,0.005194805194805195,397.5,795,0,7700,0,0,0,0,0,0,385,306075,2,0,0,0,385,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.3-10.0.0.1-46919-3306-17,172.16.0.3,46919,10.0.0.1,3306,17,5/7/2017 14:39:52,55908,4,0,208,0,52,32,42,18.216661909085516,0,0,0,3.668886378187244,97.9932738168736,32.79814323779924,13977.0,4193.099999999999,27954.0,1397.7,55908,13977.0,568.6152659023863,27954.0,0,55908,0.0,393.5513175922986,0.0,0,0,0,0,0,80,0,19.678885942679543,13.119257295119695,40,52,26.0,26.0,676.0,0,2,2,0,0,0,0,0,0.0,26.0,52,0,80,0,0,0,0,0,0,4,208,0,0,1024,1024,4,20,0,0,0,0,0,0,0,0,PortScan
10.0.0.5-8.8.8.8-43631-80-6,10.0.0.5,43631,8.8.8.8,80,6,5/7/2017 08:15:12,270959,44,14,21384,13888,486,466,476,13.989299424923017,992,972,982,15.337961967124816,2154.0,13.495876512546419,4671.706896551724,1401.512068965517,9343.413793103447,467.1706896551724,270959,6158.159090909091,167.78914336780227,12316.318181818182,0,270959,19354.214285714286,607.2474938909317,38708.42857142857,0,10,0,0,0,880,280,8.097525907527851,5.3983506050185674,40,992,739.0,253.0,64009.0,1,1,0,10,12,0,0,0,0.3181818181818182,739.0,486,992,880,0,0,0,0,0,0,44,21384,14,13888,65535,65535,44,20,0,0,0,0,0,0,0,0,BENIGN
10.0.0.5-172.16.0.1-44391-22-17,10.0.0.5,44391,172.16.0.1,22,17,5/7/2017 09:50:00,1123453,87,131,5829,12576,67,47,57,8.549063199696736,96,76,86,14.534154575836082,1165.0108229942475,50.202585346407524,5153.454128440367,1546.03623853211,10306.908256880733,515.3454128440367,1123453,12913.252873563219,144.66781981622435,25826.505747126437,0,1123453,8575.977099236641,323.0534121004617,17151.954198473282,0,14,0,0,0,1740,2620,30.12155120784451,20.081034138563012,40,96,81.5,14.5,210.25,0,1,0,14,172,0,0,0,1.5057471264367817,81.5,67,96,1740,0,0,0,0,0,0,87,5829,131,12576,8192,8192,87,20,0,0,0,0,0,0,0,0,BruteForce
192.168.2.50-192.168.1.1-32273-3306-6,192.168.2.50,32273,192.168.1.1,3306,6,5/7/2017 08:09:23,1092560,70,112,7560,7952,108,88,98,9.395294747286727,71,51,61,2.802247963563669,846.7938345383825,61.2264839172074,6003.076923076923,1800.923076923077,12006.153846153846,600.3076923076923,1092560,15608.0,527.4500377369219,31216.0,0,1092560,9755.0,948.7657643817938,19510.0,0,19,0,0,0,1400,2240,36.73589035032444,24.490593566882964,40,108,89.5,18.5,342.25,0,1,0,19,156,0,0,0,1.6,89.5,108,71,1400,0,0,0,0,0,0,70,7560,112,7952,8192,8192,70,20,0,0,0,0,0,0,0,0,BruteForce
10.0.0.5-10.0.0.1-24669-22-6,10.0.0.5,24669,10.0.0.1,22,6,5/7/2017 17:33:30,4808816,46,5,62330,6480,1355,1335,1345,18.37214598374541,1296,1276,1286,4.876543277337673,1139.0,67.22490833144427,94290.50980392157,28287.152941176468,188581.01960784313,9429.050980392158,4808816,104539.47826086957,39.87724842541929,209078.95652173914,0,4808816,961763.2,885.6601589987949,1923526.4,0,4,0,0,0,920,100,40.33494499886656,26.889963332577707,40,1355,1325.5,29.5,870.25,1,1,0,4,33,0,0,0,0.10869565217391304,1325.5,1355,1296,920,0,0,0,0,0,0,46,62330,5,6480,65535,65535,46,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-10.0.0.1-10763-443-17,172.16.0.3,10763,10.0.0.1,443,17,5/7/2017 11:33:27,87458,5,0,280,0,56,36,46,8.498270424160273,0,0,0,1.8896872497583161,279.9872215651045,46.27859057507865,17491.6,5247.48,34983.2,1749.1599999999999,87458,17491.6,660.8552539371698,34983.2,0,87458,0.0,568.4782103659567,0.0,0,0,0,0,0,100,0,27.767154345047192,18.51143623003146,40,56,28.0,28.0,784.0,0,3,1,0,0,0,0,0,0.0,28.0,56,0,100,0,0,0,0,0,0,5,280,0,0,1024,1024,5,20,0,0,0,0,0,0,0,0,PortScan
10.0.0.5-8.8.8.8-48896-22-6,10.0.0.5,48896,8.8.8.8,22,6,5/7/2017 12:01:34,2946374,77,147,8624,12936,112,92,102,4.412780750433061,88,68,78,5.375870049583707,4755.453370080972,33.161065193282965,13153.455357142857,3946.036607142857,26306.910714285714,1315.3455357142857,2946374,38264.5974025974,581.6637995079208,76529.1948051948,0,2946374,20043.36054421769,807.7329610155622,40086.72108843538,0,23,0,0,0,1540,2940,19.89663911596978,13.264426077313187,40,112,100.0,12.0,144.0,0,1,0,23,191,0,0,0,1.9090909090909092,100.0,112,88,1540,0,0,0,0,0,0,77,8624,147,12936,8192,8192,77,20,0,0,0,0,0,0,0,0,BruteForce
192.168.2.50-8.8.8.8-48101-8080-17,192.168.2.50,48101,8.8.8.8,8080,17,5/7/2017 15:25:15,1337918,46,49,22448,19600,488,468,478,16.082197123462862,400,380,390,13.918235528164766,245.0,89.37332279492529,14083.347368421053,4225.004210526316,28166.694736842106,1408.3347368421055,1337918,29085.17391304348,464.5498845742522,58170.34782608696,0,1337918,27304.448979591838,557.4057940333953,54608.897959183676,0,7,0,0,0,920,980,53.62399367695517,35.74932911797011,40,488,444.0,44.0,1936.0,1,1,0,7,11,0,0,0,1.065217391304348,444.0,488,400,920,0,0,0,0,0,0,46,22448,49,19600,65535,65535,46,20,0,0,0,0,0,0,0,0,BENIGN
192.168.2.50-192.168.1.1-42110-80-6,192.168.2.50,42110,192.168.1.1,80,6,5/7/2017 11:55:43,3658526,11,18,15895,6372,1445,1425,1435,0.47505892205614186,354,334,344,14.33736567671826,4605.0,83.04611842760103,126156.06896551725,37846.82068965517,252312.1379310345,12615.606896551726,3658526,332593.2727272727,37.886314746148116,665186.5454545454,0,3658526,203251.44444444444,73.24802915951656,406502.8888888889,0,2,0,0,0,220,360,49.82767105656062,33.21844737104041,40,1445,899.5,545.5,297570.25,1,1,0,2,32,0,0,0,1.6363636363636365,899.5,1445,354,220,0,0,0,0,0,0,11,15895,18,6372,65535,65535,11,20,0,0,0,0,0,0,0,0,BENIGN
192.168.2.50-8.8.8.8-58754-80-6,192.168.2.50,58754,8.8.8.8,80,6,5/7/2017 17:31:13,44306,4328,2,328928,0,76,56,66,14.532301370316516,0,0,0,1.1976332250639166,471723.31651350006,5794.47401523889,10.232332563510393,3.069699769053118,20.464665127020787,1.0232332563510393,44306,10.237060998151572,200.64802739228804,20.474121996303143,0,44306,22153.0,462.48668542313345,44306.0,0,0,0,0,0,86560,40,3476.684409143334,2317.7896060955563,40,76,38.0,38.0,1444.0,0,414,6,0,0,0,0,0,0.0004621072088724584,38.0,76,0,86560,0,0,0,0,0,0,4328,328928,2,0,0,0,4328,20,0,0,0,0,0,0,0,0,DDoS
192.168.1.20-192.168.1.100-1307-8080-6,192.168.1.20,1307,192.168.1.100,8080,6,5/7/2017 11:58:32,47383,4388,2,223788,0,51,31,41,16.694843076888077,0,0,0,19.626022484841204,364159.80804876424,2666.132010199073,10.793394077448747,3.238018223234624,21.586788154897494,1.0793394077448748,47383,10.798313582497721,424.0918473472743,21.596627164995443,0,47383,23691.5,514.2510028746292,47383.0,0,0,0,0,0,87760,40,1599.679206119444,1066.4528040796292,40,51,25.5,25.5,650.25,0,444,1,0,0,0,0,0,0.00045578851412944393,25.5,51,0,87760,0,0,0,0,0,0,4388,223788,2,0,0,0,4388,20,0,0,0,0,0,0,0,0,DDoS
192.168.2.50-192.168.1.1-33954-22-17,192.168.2.50,33954,192.168.1.1,22,17,5/7/2017 10:29:07,4447019,34,25,41786,6150,1229,1209,1219,6.508723998308527,246,226,236,12.255561927235428,268.0,2.1701778824344435,75373.20338983051,22611.961016949153,150746.40677966102,7537.320338983051,4447019,130794.67647058824,259.700769090298,261589.35294117648,0,4447019,177880.76,548.5634003791886,355761.52,0,7,0,0,0,680,500,1.302106729460666,0.8680711529737775,40,1229,737.5,491.5,241572.25,1,1,0,7,18,0,0,0,0.7352941176470589,737.5,1229,246,680,0,0,0,0,0,0,34,41786,25,6150,65535,65535,34,20,0,0,0,0,0,0,0,0,BENIGN
192.168.2.50-8.8.8.8-63381-53-6,192.168.2.50,63381,8.8.8.8,53,6,5/7/2017 10:42:21,1753749,16,21,4832,3864,302,282,292,9.211754500991582,184,164,174,13.172172031922788,687.6197249177137,39.46204003964173,47398.62162162162,14219.586486486485,94797.24324324324,4739.862162162162,1753749,109609.3125,200.40653558786758,219218.625,0,1753749,83511.85714285714,172.06843421818562,167023.7142857143,0,19,0,0,0,320,420,23.677224023785037,15.784816015856691,40,302,243.0,59.0,3481.0,1,1,0,19,54,0,0,0,1.3125,243.0,302,184,320,0,0,0,0,0,0,16,4832,21,3864,4096,4096,16,20,0,0,0,0,0,0,0,0,Bot
192.168.1.10-172.16.0.1-27626-3306-17,192.168.1.10,27626,172.16.0.1,3306,17,5/7/2017 10:26:30,1513307,62,479,49724,1079187,802,782,792,8.106353943065647,2253,2233,2243,16.989001219736238,10320.188171120979,5.477964075236611,2797.240295748614,839.1720887245841,5594.480591497228,279.7240295748614,1513307,24408.177419354837,286.46759125021003,48816.354838709674,0,1513307,3159.304801670146,610.5727240780705,6318.609603340292,0,17,0,0,0,1240,9580,3.2867784451419664,2.1911856300946444,40,2253,1527.5,725.5,526350.25,1,1,0,17,82,0,0,0,7.725806451612903,1527.5,802,2253,1240,0,0,0,0,0,0,62,49724,479,1079187,32768,32768,62,20,0,0,0,0,0,0,0,0,Infiltration
192.168.2.50-192.168.1.100-34181-80-6,192.168.2.50,34181,192.168.1.100,80,6,5/7/2017 14:21:42,8379650,54,247,32022,681473,593,573,583,7.887988123333088,2759,2739,2749,0.8378329938670115,11399.505878201828,18.38490148432814,27839.36877076412,8351.810631229235,55678.73754152824,2783.936877076412,8379650,155178.7037037037,302.91029074873563,310357.4074074074,0,8379650,33925.70850202429,953.5596604119391,67851.41700404858,0,24,0,0,0,1080,4940,11.030940890596883,7.353960593731256,40,2759,1676.0,1083.0,1172889.0,1,1,0,24,31,0,0,0,4.574074074074074,1676.0,593,2759,1080,0,0,0,0,0,0,54,32022,247,681473,32768,32768,54,20,0,0,0,0,0,0,0,0,Infiltration
10.0.0.5-10.0.0.1-57978-21-6,10.0.0.5,57978,10.0.0.1,21,6,5/7/2017 11:40:11,408075,89,93,40050,33387,450,430,440,17.211405551479587,359,339,349,11.597814309199814,194.2013810729806,10.150095332093816,2242.1703296703295,672.6510989010989,4484.340659340659,224.21703296703296,408075,4585.112359550561,41.95558692073609,9170.224719101123,0,408075,4387.903225806452,717.3576968010696,8775.806451612903,0,10,0,0,0,1780,1860,6.0900571992562895,4.060038132837526,40,450,404.5,45.5,2070.25,1,1,0,10,14,0,0,0,1.0449438202247192,404.5,450,359,1780,0,0,0,0,0,0,89,40050,93,33387,4096,4096,89,20,0,0,0,0,0,0,0,0,Bot
172.16.0.3-172.16.0.1-24288-22-17,172.16.0.3,24288,172.16.0.1,22,17,5/7/2017 16:05:56,1369575,37,31,14282,10106,386,366,376,9.8018700920194,326,306,316,15.779301114460683,1896.4308724117484,42.512222025529695,20140.808823529413,6042.242647058823,40281.617647058825,2014.0808823529414,1369575,37015.54054054054,685.3675851243719,74031.08108108108,0,1369575,44179.83870967742,557.9050846380154,88359.67741935483,0,18,0,0,0,740,620,25.507333215317818,17.004888810211877,40,386,356.0,30.0,900.0,1,1,0,18,28,0,0,0,0.8378378378378378,356.0,386,326,740,0,0,0,0,0,0,37,14282,31,10106,4096,4096,37,20,0,0,0,0,0,0,0,0,Bot
192.168.1.10-10.0.0.1-50624-3306-6,192.168.1.10,50624,10.0.0.1,3306,6,5/7/2017 08:43:00,2187279,19,49,20330,61005,1070,1050,1060,6.122301841828255,1245,1225,1235,1.305740449405286,3020.0,31.897133788199337,32165.867647058825,9649.760294117646,64331.73529411765,3216.5867647058826,2187279,115119.94736842105,45.71835173817163,230239.8947368421,0,2187279,44638.34693877551,948.4633750530166,89276.69387755102,0,7,0,0,0,380,980,19.1382802729196,12.758853515279736,40,1245,1157.5,87.5,7656.25,1,1,0,7,11,0,0,0,2.5789473684210527,1157.5,1070,1245,380,0,0,0,0,0,0,19,20330,49,61005,65535,65535,19,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-172.16.0.1-49265-53-17,172.16.0.3,49265,172.16.0.1,53,17,5/7/2017 09:06:35,4850,926,2,72228,0,78,58,68,14.191319308913027,0,0,0,16.197059012280683,468979.07335816807,5238.391810462168,5.226293103448276,1.5678879310344827,10.452586206896552,0.5226293103448276,4850,5.237580993520519,5.360985202020996,10.475161987041037,0,4850,2425.0,504.54199775798526,4850.0,0,0,0,0,0,18520,40,3143.0350862773007,2095.3567241848673,40,78,39.0,39.0,1521.0,0,281,9,0,0,0,0,0,0.0021598272138228943,39.0,78,0,18520,0,0,0,0,0,0,926,72228,2,0,0,0,926,20,0,0,0,0,0,0,0,0,DDoS
192.168.2.50-192.168.1.100-22205-3306-17,192.168.2.50,22205,192.168.1.100,3306,17,5/7/2017 10:28:04,4033595,33,45,35607,8595,1079,1059,1069,6.208157012126218,191,171,181,9.038277274013645,2680.0,79.83663823599139,51712.756410256414,15513.826923076924,103425.51282051283,5171.275641025642,4033595,122230.15151515152,56.89005083395238,244460.30303030304,0,4033595,89635.44444444444,831.6966316631215,179270.88888888888,0,6,0,0,0,660,900,47.90198294159483,31.934655294396556,40,1079,635.0,444.0,197136.0,1,1,0,6,8,0,0,0,1.3636363636363635,635.0,1079,191,660,0,0,0,0,0,0,33,35607,45,8595,65535,65535,33,20,0,0,0,0,0,0,0,0,BENIGN
10.0.0.5-10.0.0.1-63855-21-6,10.0.0.5,63855,10.0.0.1,21,6,5/7/2017 13:48:25,1992489,83,74,7636,8214,92,72,82,15.501203708378473,111,91,101,0.473706213709042,1990.9318449556044,90.68600622363851,12691.012738853504,3807.303821656051,25382.025477707008,1269.1012738853506,1992489,24005.89156626506,796.0692970612029,48011.78313253012,0,1992489,26925.527027027027,476.95303400127733,53851.05405405405,0,16,0,0,0,1660,1480,54.41160373418311,36.274402489455404,40,111,101.5,9.5,90.25,0,1,0,16,178,0,0,0,0.891566265060241,101.5,92,111,1660,0,0,0,0,0,0,83,7636,74,8214,8192,8192,83,20,0,0,0,0,0,0,0,0,BruteForce
192.168.1.10-172.16.0.1-39277-22-6,192.168.1.10,39277,172.16.0.1,22,6,5/7/2017 17:30:16,4952594,41,19,54448,24871,1328,1308,1318,15.492122596676218,1309,1289,1299,7.6038067263030555,620.0,58.768804427716354,82543.23333333334,24762.97,165086.46666666667,8254.323333333334,4952594,120794.9756097561,821.6612911278522,241589.9512195122,0,4952594,260662.84210526315,242.1965601412245,521325.6842105263,0,9,0,0,0,820,380,35.26128265662981,23.507521771086545,40,1328,1318.5,9.5,90.25,1,1,0,9,15,0,0,0,0.4634146341463415,1318.5,1328,1309,820,0,0,0,0,0,0,41,54448,19,24871,65535,65535,41,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-172.16.0.1-34768-80-6,192.168.1.10,34768,172.16.0.1,80,6,5/7/2017 11:46:28,39843,3170,3,148990,0,47,27,37,6.522644494143435,0,0,0,1.9612826760289592,139438.1279959458,7091.672912875971,12.55688622754491,3.767065868263473,25.11377245508982,1.255688622754491,39843,12.568769716088328,737.7478660091418,25.137539432176656,0,39843,13281.0,869.8863029476689,26562.0,0,0,0,0,0,63400,60,4255.003747725582,2836.6691651503884,40,47,23.5,23.5,552.25,0,266,3,0,0,0,0,0,0.0009463722397476341,23.5,47,0,63400,0,0,0,0,0,0,3170,148990,3,0,0,0,3170,20,0,0,0,0,0,0,0,0,DDoS
192.168.1.20-192.168.1.100-53349-53-17,192.168.1.20,53349,192.168.1.100,53,17,5/7/2017 10:49:34,23325,1401,5,1825503,0,1303,1283,1293,2.393667664322392,0,0,0,19.547076980920643,173919.47367256368,4868.9983505247155,16.589615931721195,4.976884779516358,33.17923186344239,1.6589615931721196,23325,16.64882226980728,613.8504599305148,33.29764453961456,0,23325,4665.0,529.7719792553144,9330.0,0,141,0,0,0,28020,100,2921.3990103148294,1947.5993402098863,40,1303,651.5,651.5,424452.25,0,63,0,141,0,0,0,0,0.0035688793718772305,651.5,1303,0,28020,0,0,0,0,0,0,1401,1825503,5,0,0,0,1401,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.1.10-192.168.1.100-26299-443-6,192.168.1.10,26299,192.168.1.100,443,6,5/7/2017 14:22:41,1800598,97,46,14162,16652,146,126,136,15.468179912972746,362,342,352,5.164276990034418,494.149219618322,36.48442218886368,12591.594405594406,3777.4783216783217,25183.18881118881,1259.1594405594406,1800598,18562.865979381444,467.6881973508441,37125.73195876289,0,1800598,39143.434782608696,31.448050751681443,78286.86956521739,0,13,0,0,0,1940,920,21.890653313318207,14.593768875545473,40,362,254.0,108.0,11664.0,1,1,0,13,74,0,0,0,0.4742268041237113,254.0,146,362,1940,0,0,0,0,0,0,97,14162,46,16652,4096,4096,97,20,0,0,0,0,0,0,0,0,Bot
192.168.1.20-172.16.0.1-12586-53-6,192.168.1.20,12586,172.16.0.1,53,6,5/7/2017 12:18:36,127511,2,1,104,0,52,32,42,3.3553207622041525,0,0,0,8.827521416946835,432.58850815021674,26.652681817119703,42503.666666666664,12751.099999999999,85007.33333333333,4250.366666666667,127511,63755.5,505.2925542696879,127511.0,0,127511,127511.0,734.928104530502,255022.0,0,0,0,0,0,40,20,15.99160909027182,10.661072726847882,40,52,26.0,26.0,676.0,0,2,2,0,0,0,0,0,0.5,26.0,52,0,40,0,0,0,0,0,0,2,104,1,0,1024,1024,2,20,0,0,0,0,0,0,0,0,PortScan
192.168.1.20-192.168.1.1-16488-8080-17,192.168.1.20,16488,192.168.1.1,8080,17,5/7/2017 13:00:10,2416095,42,12,51660,17448,1230,1210,1220,9.505413575233002,1454,1434,1444,11.92424567863225,3442.0,79.12523423929396,44742.5,13422.75,89485.0,4474.25,2416095,57526.07142857143,371.39866330323366,115052.14285714286,0,2416095,201341.25,89.47990274967444,402682.5,0,1,0,0,0,840,240,47.47514054357637,31.650093695717587,40,1454,1342.0,112.0,12544.0,1,1,0,1,5,0,0,0,0.2857142857142857,1342.0,1230,1454,840,0,0,0,0,0,0,42,51660,12,17448,65535,65535,42,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-192.168.1.100-16466-443-6,192.168.1.10,16466,192.168.1.100,443,6,5/7/2017 16:06:39,24717,4921,4,280497,0,57,37,47,1.0613803854165949,0,0,0,2.25358244726255,148674.26014614996,7932.981547997729,5.018680203045685,1.5056040609137054,10.03736040609137,0.5018680203045686,24717,5.02275960170697,149.2174169811885,10.04551920341394,0,24717,6179.25,843.781694535716,12358.5,0,0,0,0,0,98420,80,4759.788928798637,3173.1926191990915,40,57,28.5,28.5,812.25,0,437,3,0,0,0,0,0,0.000812842918106076,28.5,57,0,98420,0,0,0,0,0,0,4921,280497,4,0,0,0,4921,20,0,0,0,0,0,0,0,0,DDoS
192.168.2.50-192.168.1.100-43283-3306-17,192.168.2.50,43283,192.168.1.100,3306,17,5/7/2017 13:36:49,1889709,85,87,17595,16182,207,187,197,0.053415713215605454,186,166,176,4.6366207285355365,626.7512584973266,41.32848119867554,10986.68023255814,3296.0040697674417,21973.36046511628,1098.668023255814,1889709,22231.870588235295,216.443457389908,44463.74117647059,0,1889709,21720.793103448275,929.5471146952646,43441.58620689655,0,20,0,0,0,1700,1740,24.797088719205323,16.531392479470217,40,207,196.5,10.5,110.25,1,1,0,20,88,0,0,0,1.0235294117647058,196.5,207,186,1700,0,0,0,0,0,0,85,17595,87,16182,4096,4096,85,20,0,0,0,0,0,0,0,0,Bot
192.168.1.20-10.0.0.1-56568-53-6,192.168.1.20,56568,10.0.0.1,53,6,5/7/2017 10:12:01,56157,3,0,129,0,43,23,33,6.767665585296467,0,0,0,4.2047475732970785,20.28694262659851,35.485357054888894,18719.0,5615.7,37438.0,1871.9,56157,18719.0,456.2036785494531,37438.0,0,56157,0.0,369.64065439617457,0.0,0,0,0,0,0,60,0,21.291214232933335,14.194142821955559,40,43,21.5,21.5,462.25,0,2,3,0,0,0,0,0,0.0,21.5,43,0,60,0,0,0,0,0,0,3,129,0,0,1024,1024,3,20,0,0,0,0,0,0,0,0,PortScan
10.0.0.5-8.8.8.8-54087-8080-6,10.0.0.5,54087,8.8.8.8,8080,6,5/7/2017 09:35:10,535540,72,85,26424,39950,367,347,357,16.793000186478974,470,450,460,15.21163198835101,574.941210891222,11.359875449119345,3411.082802547771,1023.3248407643312,6822.165605095542,341.1082802547771,535540,7438.055555555556,58.932958300474844,14876.111111111111,0,535540,6300.470588235294,493.41774174588807,12600.941176470587,0,20,0,0,0,1440,1700,6.815925269471607,4.543950179647738,40,470,418.5,51.5,2652.25,1,1,0,20,88,0,0,0,1.1805555555555556,418.5,367,470,1440,0,0,0,0,0,0,72,26424,85,39950,4096,4096,72,20,0,0,0,0,0,0,0,0,Bot
